Sentiment	SentimentText
0	 Welcome!  Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers: *The five pillars of Wikipedia *How to edit a page *Help pages *Tutorial *How to write a great article *Manual of Style I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!   By the way, I noticed you have created the article Dr. Manfred Gerstenfeld. Some of the sentences there seem copied directly from Dr Gerstenfeld’s homepage; this is not desirable, because it creates the impression that the article was copied from the homepage, which might be be a copyright violation. Perhaps you should try to rewrite the article a bit to avoid that. Also, some kind of indication about why Dr Gerstenfeld is notable would be nice to have (cf. WP:BIO and WP:PROFTEST for ideas on how to do that). — 
1	  == i hate your guts ==  i hope you feel good about that
1	 :: oh i bet you are little boy. now go up stairs, your mummy made your lunch
1	  PS:  you're all middle-aged losers at home in your parents basements living off 50 bucks a week
1	Samuell, if you do not want to be the one dead, better proceed as requested. Either that or we'll keep beating!  
1	  == i dare you ==  Block me. I will do it again, i dare you to reply to my discussions rather owning articles and issuing warnings.
1	 WELL SAID Loremaster you do not own the article, you tyrannical anti-knowledge hater. 
1	 I didn't say that I myself don't agree with what the reference says, or I myself know better than what the reference says, so I am going to correct it or remove it based on my own original research. Do not distort my words. I said Myanmar has nothing to do with the topic. You have problems with understanding.      
1	 ::So  you think you know better than the admin! Are you excusing all of the above? Are you ignoring all of his breaks on the mediation - do you not remember your reaction when I changed BOMBER to Volunteer, you seem very quite of this, do you not think that is total hypocritical? 
1	  == October 2013 ==  You want ME for understanding? I'll give you understanding, you annoying editor!   
0	, 6 January 2014 (UTC) ::::Ok, so Anon IP from Tempe, Arizona aka 174.19.166.126 aka 174.19.169.92, who apparently only edits the Ted Cruz article and no other, now that I have conclusively answered your question, please provide me reasons that the Ted Cruz article should be edited just like Jennifer Granholm article.  It was your suggestion I assume you have some thoughts on this topic, right?  22:38
1	You're a real glutton for punishment. ;-) 
0	"I'm the latest yet, but congratulations on your re-adminship.  That's the third time I've voted for you, don't make me do it again! -P  30 June 2005 17:17 (UTC)  "
0	" :Erm, thank you. "
1	 : LOTHAT VON TROTHA WAS POISONED, THAT'S WHAT CONTAMINATION IS! YOU GET TYPHOID FEVER ONLY THROUGH POISONED FOOD OR DRINK!
1	  == Robbie Hummel ==  Way to speedy delete my Robbie Hummel article! It's now a real article and you can't do anything about it. I can't believe you would do this to me. You must hate black people.   
0	  :Merge and redirect as per , also for Base 32 into Base32 (I just edited Base32, and needed Base64 in UTF-1).   
1	" You're a dumb American, right? No degree? Knows nothing of engineering? Thinks mathematics is ""universal""? Played monopoly in high school instead of learning? How am I doing so far?"
1	 :::::::::::You read it; your note addressed something else.  (Incidentally, your reasoning above is unsound; whether or not my Rushdie comparison holds up, it does not fail to hold up because his literary career is not a failure).  But I hope you understand, I am not trying to get any decision reversed (and never was).  Rather, I am yelling at you for enforcing a stupid policy. - 
1	  Sandifer, I'm going BUY my way back into wikipedia.  For all your puffery, I'll bet you've never forked over a penny to the cause.  And even you have, I'll make your contribution seem like pennies.
1	  ==  Hello, Nawlins ==  Why do you like to deflower prepubescent girls? Don’t you know that’s a felony?   
1	  Vinny Burgoo = suspected sock puppet  Are you ever going to withdraw this accusation? It's currently the second hit with a Google search with 'Vinny Burgoo' (my one and only online identity for nearly ten years) and it's wholly bogus. Someone posted something in support of something very stupid I had done at Wiktionary (I called a serial Wiki tyrant a 'c**t' after he had unambiguously broken Wiki's rules, then I compounded this by threatening him in what I thought at the time to be a transparently jocular manner, but wasn't) and this 'supporter' was assumed to be me using another identity and another IP trying to get around a temporary block. I still use Wikipedia a lot but have no interest whatsoever in editing it ever again, so by all means say that I was blocked for disruptive editing (guilty: I got fed up with the lot of you) or whatever else I was accused of before this puppeteer nonsense was settled on (the crime kept changing) but I'm not happy with what you currently show.  Take it down or else.  A genuine threat this time? We'll see.
0	 Other than that you could see how the side bar looks intergrated into the top welcome section on the right and make it just one section. Providing you make it the same length and shrink the other pics down a little it should fit in the top? 
1	 I reckon you should die 
0	This is British form and does not correspond to French nobiliary rules, which, in any case, are defunct, given that French noble titles were rendered obsolete more than a century ago. I think that, technically, she is merely Raine Spencer, having retrieved her previous surname upon her divorce from Chambrun. (And during the French marriage, she was not Countess of Chambrun, she was Countess Jean-Francois de Chambrun, and, as per French usage, would be referred to as Mme de Chambrun, with the title used only by servants and so-called inferiors.)  
1	  Hey jerk we may do a deal: please let in peace the articles of Carl Grissom and Bob the goon. Also unlock the Chase Meridian articles and accept that Jack Napier are in Batman Forever. In change I let of vandalize the user articles.
1	wikipedia.org for my fans i leave for one second and Wikipedia has blocked my published content for racist organizations who spam and/or advertize in the search engines under wikipedia.org name. would you like me to should you the links or the world the links? I am sick of the racism on wikipedia.org. stop blocking my publishing that is in fact not spam and not advertizing anything. It is my life, a real american, in america.
1	  Once again the TYRANNY of Liberal opinions rules over all, just like the Nazis or Facists.
1	ok so its the currupt admin: desucka,crooked bullet,and krappydude. made a mental note 
1	PAGE GO DIE YOU STUPID ARSEWHOLE AUTOMATED FILTER
0	"  :::The article as it stands is of almost no use to the readership it's aimed at, that's the problem. I can't imagine why any medical professional would choose to use Wikipedia, but even if they do, they have easy access to better source material. The general reader doesn't have that easy access, so it would make sense to aim to the article at them.   "
1	 ::Dai antagonized me with he comment of my 'first' page move. Then Snowded suggested I was a either a drunk or just plain stupid. They should be attacking me on those public talkpages & through their 'edi summaries'. I used to be a happy bloke, but Dai & Snowy continue to poke & provoke me, via stalking, harrassment & contant ABF. They treat me like dirt, on thos public pages.   
0	"  == How rumours get started ==  Here is how rumours get started.  Ramsquire is caught again starting a rumour.  *RPJ: There is no chain of custody on the rifle. *Ramsquire: ""Yes there is."" *RPJ: Where? *Ramsquire: ""Its not in the article."" and ""I'm not going to do any research for you.""  *RPJ: Ramsquire, please, just admit you made the whole story up about a there being ""chain of custody"" on the rifle.    "
0	 :::This discussion was dead from more than half of month when I archived it. I really want to see Heta, Stigma and Sho in article, but I cannot add them again effectively, because of threat of edit war triggering mentioned above by me, which is manifested by reverts made by other editors after readding these letters by me.   
0	 ::::::::Oh seriously, you're definitely a challenging one. As I said, it's a legal matter.   
1	 One thing I hate is people who talk about other people behind their backs because they are too gutless to confront them in person. You go bad mouthing people like me and Slim Virgin and others off behind our backs. Really honorable behaviour. You are a weak person.
0	 *Please refrain from adding nonsense to Wikipedia, as you did to WWE RAW. It is considered vandalism. If you would like to experiment, use the sandbox.   
1	  == ... ==  WHY DO YOU ACT SO HOSTILE WHEN YOU GET INSULTED?!?! LEARN TO FRIGGIN FIND SOURCES BEFORE YOU DELETE THOSE PRICING GAME ARTICLES, GD
0	  :::If you two weren't ganging up on me I'd get to report you first and get you banned.  
1	  if this is really world you enter my yard, I will use my hunter rifle blow out you head. but we are in wiki, so I will flag you as vandals.
0	  == Your break ==  Hey Mr V. I hope you have a safe and restful break. But don't be gone for too long! ) Best wishes,   
1	  My edits are fine. You people are on the losing side. You have no shame. 
1	  == Dont go on making a FOOL of yourself , Paula! The whole school is laughing already! ==  Too bad that you cannot  quit popping that stuff! Drugs are gonna get you in trouble one day! (much more then the stuff you do with half the guys in our class , at the movies! Jonathan told his mom, when she asked what the spots on his pants were!) Stop lying, stop accusing people of sockpuppetry who seem continents apart, stop hiding exactly those tracks about you that you accuse others of. You get yourself into a shambles, credibility wise. Anyhow, what business of yours is it what people without remotest relation to you do on wikipedia? You seem drunk, on drugs and having your period ??? 
0	The place where it is now it's the correct place. It's chronologically and historically correct as it is now. Otherwise you have to move also your data as well
1	  Before I accuse you of cringeworthy acts with donkeys, what does sprotected mean?
0	"  ::Thanks for the reply – my biggest issue at the moment is whether to include ""sales figures"" for earlier years... as far as I know, there were no published end of year sales figures before 1994, and the sales published at the time for 1994 to 1996 have since been discredited and revised, so are basically worthless. The figures currently quoted in the articles up to 1996 are usually ""estimates"" that have been taken from various charts message boards, calculated by enthusiasts from officially published yearly sales figures per artist (i.e. sales could be made up of one or more singles or albums, and estimating what percentage of sales were assigned to each record). As these are completely unofficial and unverifiable, I am thinking to remove them altogether or at least add a note that all figures are unofficial and estimated. In any case I don't think most people are interested in how many records the 37th best selling album of 1987 sold that year – it makes more sense to me to concentrate efforts into keeping List of best-selling singles in the United Kingdom up to date.   "
0	If you do have Welsh friends there ask them how my Welsh is? I cannot tell you if I'm a native speaker or not - I could be, I'm a cosmopolitan. Personally, my favorite version was .    
1	  :Spot, grow up!  The article is being improved with the new structure.  Please stop your nonsense. 
1	   SINCE WHEN IS >>>>SOURCED<<<< EDITING VANDALISM??? READ THE CITED SOURCES! WHERE pray tell me DOES IT SAY THAT IRAN EVER (I SAY EVER) HAD A DEMOCRATICAL ELECTION OF ANY SORT OR SHAPE in HISTORY?? QUIT CONVERTING WIKIPEDIA INTO A TRASH BIN with YOUR SILLY AND INFANTILE PRANKS! KISSING EACH OTHER'S REAR ENDS DOESN*T MAKE POV less POV     
1	  == Eww, I can s m e l l something horrible round here! ==  Ewwww is that you? i can s m e l l you from here, man! peee-yewww!go take a bath or something, fleabag!
1	"  == Hi ==  How dare you? try to delete my words.  Are you Libra, Gemini or some haters else?  The picture on the ""front page"" was so show-off.   "
1	 UKDoctor responds  Shut Up, David Ruben - can't you see JdWolff referring to others as TIGERS IN CAGES !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! David Ruben is not any better and should go take a flying leap into the deep end of the Pacific Ocean if he wants to. . . WE WHITE DOCTORS ARE TOTALLY ASHAMED OF THE GENERAL MEDICAL COUNCIL -and we certainly have the right to say our piece in any way fit.  
1	"== Your ignorant comments ==  In response to your Please do not remove content from Wikipedia. It is considered vandalism. If you would like to experiment, please use the sandbox. Thank you.   — @  Your record indicates that you were banned as a vandal several times and asked for a defense several times. Also, your record indicates that Bertil videt asked you to revert some legitimate changes without reason and you did it because he asked you, vandalazing good content that did not suit him or you. You should talk. Also please read your own talk page regarding many other warnings given to you by other users. Also be a man (at least try) and deal with your own talk page rather than begging others to hold your hand.  Before acting as a functional illiterate, you should have read the pertinent prior discussion already took place in the talk page on the removed content which has no place in a biography. By the way, how is your boyfriend Bertil Videt doing? I read sensational stuff on his talk page which he keeps hiding. Did you get to meet with his other boyfriends yet?   "
1	" ::::Based on ChrisO's behavior that's a load of bull, he's just pretexting to attack me. Further, he NEVER gave me a ""warning"" about being blocked, the only ""warning"" I had was this  and I RESPONDED to the abusive jerk by placing a question of his interpretation of the rule which he flatly refused to respond to. "
0	REDIRECT Talk:57th Directors Guild of America Awards
1	 ::::Ouch! That sounded like a threat and since I didn't actually attack you but instead criticised your behaviour, I see you are again out of line.   /  
1	"  ""he grew up in Russia, he was training with Russians, he talks Russian, even Russian President came to see his fights, thats why he repeatedly has identified himself as Russian in interviews""  And that doesn't make him Russian? You really are very stupid, as the banderlogs are, of course. your whole ideology is based on stupidity and ignorance, after all.  "
1	  == ... ==  WHY DO YOU ACT SO HOSTILE WHEN YOU GET INSULTED?!?! LEARN TO FRIGGIN FIND SOURCES BEFORE YOU DELETE THOSE PRICING GAME ARTICLES, GD       
0	" :Time to call in the ""Three Revert Rule"", as I see both have editted it again?  I have left a message for both PeeJay2k3 and Oragina2 to not change the table again, until a consensus is come to here on the talk page. If not, we might need to move down the Resolving Disputes road.  "
1	, and to suggest that is flabbergastingly arrogant
0	"  :Look, you are clearly trolling now and I am becoming more than a little fed up of you wasting the time of those of us who are here to write a good encyclopaedia. I am of course prepared to accept your argument that Alan Whicker's position is 'absolutely, unequivocally, and unquestionably definitive': but only if you are prepared to accept that my next-door-neighbour Mr Osborne's position that Manchester is the second city is also 'absolutely, unequivocally, and unquestionably definitive', since there's just as much reason to take his word on the matter as Mr Whicker's. ⁿɡ͡b \ "
1	  == Respect is earned by respect ==  That user IS a troll and a stalker. They are not respected and are close to being banned. Did you bother to read the inflammatory garbage that they write on wikipedia? Or are you just part of a troll posse?   
0	  ==No Personal Attacks==  Stop trying to cover up the truth about Wikipedia. I asked the user a question about whether or not the allegations in that article were true. I didn't write that article. P.S. I actually didnt need to even ask if they were true- its obvious that they were.   
1	 : you are a notorious troll and vandal too Hrafn.   
0	I just want to point something out (and I'm in no way a supporter of the strange old git), but he is referred to as Dear Leader, and his father was referred to as Great Leader.
0	harmony between people of this village, or maybe vice versa ... .. / Blerim Shabani. /
1	  ===hahahahahahaha=== Your fake information u have filled wikipedia wont be tolerated , stop spread propaganda in wikipedia , all information is  fake as the fake state of fyrom. The truth shall prevail
0	" :I can sympathize with your frustration. I know many comic book professionals and I know a lot of things I would love to include in articles but I can't. I am not a linked source that other people can double-check. Your conversation with Heck is useful in that you can let it guide you as you look for sources that you can link as references, but in Wikipedia, a personal conversation is not an appropriate source for citation.   "
1	  ==Reversion==  Given that some jerk vandalized the characters section by changing the names to various Nintendo characters, I have reverted to a much older version.   
1	"  well first, ""accidental suicide"" made me laugh.  There are accidents and you die and then there are suicides and you die.  Second the next sentences hurt my head.  You ASSUME checkers?  I don't.  Some writer is ""theorizing""?  Well this guy believed that George Hodel was the killer of the Black Dahlia.  He has been humiliated for being wrong up and down the internets.  So why not put down MY theory?  Theone in which Martians killed her?  Oh, right, because it is not relevant  "
0	  ==Cell (film)== Why is it such a horrible thing for me to create a page for the film?  I've seen pages for other movies that are currently in production.  H-E doulbe hocky sticks, I've seen pages for movies that aren't even in production yet.  Can I get some answers, and don't just tell me to read some other WP:BOLOGNA.   
1	So, in other words, you are professionally on the dole. You must live in your parents basement and leech off of them, like a 11-year old. Maybe if you had a bit of motivation, you could look for a real job, and not play your fantasy as a Wiki boy. I'm sure you couls start a career as a video game player.  
1	What a joker you are. European parliament has no power to do anything. It is non binding because it is not serious and silly reports like that are not meant to be serious. what is more important is that we ruled your ancestors for centuries and trying to put negative images of turks in the turkey page is not going to change that. This is not a place for you to get your 'revenge'. Go and edit the golden dawn wikipedia because your ideas will only be welcome there.  
1	"  == Ban of ""Bryansee"" from Wikipediocracy. ==  Hey, you are Zoloft. The one who banned me from Wikipediocracy with a threat that I die. ""Well"" means dead. ""Recover"" means ""die"". You are wanting me to die by a medication increase or meet my maker. Check this out:    "
1	MODERATORS ARE SOME OF THE MOST INGORANT AND SELF SERVING JERKS YOU WILL FIND ON THE NET
0	"  :So I will start with a criticism of the quote from Ollier and Pain, with whom I have more general issues than the ""postorogenic part"". Phrase by phrase that I disagree with: :# Only much later was it realized that the two processes [deformation and the creation of topography] were mostly not closely related, either in origin or in time. Very wrong. Deformation causes topography, and the generation of topography is synchronous with deformation. I will email you a copy of Dahlen and Suppe (1988), which shows that this is the case - send me a message so I have your address and can attach a PDF. They tackle the large-scale deformation of sedimentary rocks via folding and thrusting during orogenesis. :# ...fold-belt mountainous areas...: ""fold-belt"" isn't used professionally (AFAIK) to refer to a collisional mountain-building event. A minor thing though. :# Only in the very youngest, late Cenozoic mountains is there any evident causal relation between rock structure and surface landscape. and the following sentence: If I were British, I would call this ""utter twaddle"". As I mentioned above, there is no way for many of the exposed structures to get to the surface without large amounts of rock uplift and erosion. And as a matter of fact, the trajectory of different units of rock through an orogen is in part determined by patterns of surface erosion. To keep it simple and send you one paper, you'll find this in and at the end of the paper by Dahlen and Suppe (1988). :  "
1	 ::::::What are you deaf can't you hear ?
1	WAS HERE. HE POWNS NOOBS ALL DAY!
1	 :::And as fully expected, yet another abusive admin gets away with abusing their tools.   
1	  :Grow up, you immature little brat.  This edit warring seems to be the only thing you do around here.  
0	"   Please do not vandalize pages, as you did with this edit to American Eagle Outfitters. If you continue to do so, you will be blocked from editing.    "
0	" * The ""bold move"" was at 05:48, 3 December 2013‎ by . Someone listed this move back as uncontroversial, and I have changed it into discussed, at Talk:Run Devil Run (Girls' Generation song)#Move? (2).   "
0	  ==THEN WHY IS  Attacking my edits by removing my talk page comments==  THAT IS SHOWING CONTEMPT FOR OTHER EDITORS AND IS VERY UNCIVIL AS WELL AS YOU UNEVEN AND UNFAIR LABELING ME...  
1	 If there was a cure for AIDs, it would probably be bought up by rich jerks and sold for double. I believe that if u have AIDs, then that is sad for you, but many people have said that the ones to blame are ..... well, I wont go into that here. many people have there own opinion of who it is. But that is just my opinion. It must suck to be a person with Aids. I would not know.
1	These people are INSANE. ==
0	But then I rarely get my evil way with anything these days, must be getting old or lazy. Or perhaps both. 
1	":I have painstakingly taken the time to scan in the CD on my desk showing that ""Extreme Jaime""'s name is ""Jaime Guse"".  Additionally, I continue to point out that Hiram skits are available both at DaveRyanShow.com and the Best of The Dave Ryan in the Morning Show CDs.  The contents are viewable on Amazon.    Additionally, I have taken some time to review your edits and history on Wikipedia.  It appears you are trying to present yourself as authoritative, when you are not.  You have tried multiple times to become an Administrator, but if you continue to act in such a reckless, inconsistent and immature manner, I doubt that it will ever happen.     "
0	This is not an encyclopedia article, especially this bit: Armed once again with a song that possesses all the classic attributes of a successful Eurovision entry - a catchy, feel-good melody, and a key-change that builds up to a big finish - Chiara is highly likely to enter the contest as one of the favourites. This is more like a newspaper article. It should be removed. Chiara's fame is also not worthy of mention in an encyclopedia. We might as well start writing about the grocer or shopowner round the corner.
1	 you should die  from cancer.  
1	  Hard to be constructive when the other party behaves like a godking thug.
1	So, in other words, you are professionally on the dole. You must live in your parents basement and leech off of them, like a 11-year old. Maybe if you had a bit of motivation, you could look for a real job, and not play your fantasy as a Wiki boy. I'm sure you couls start a career as a video game player.  
0	  == Librier ==  Anon raised this issue in their edit summary. I agree that this term seems imprecisely added and not accurate. It is not generally or strictly associated with the Kelb tal-Fenek.   
1	  == ARRHGH! ==  Frederica is the most annoying talking head ever
1	  Someone is threatning an annon and that is uncivilised wiki conduct. 
1	  I'll bet 80% of what she did was rubbish...
1	  ==Hello== Dude your mother is totally hot.
1	I doubt this will get through your thick head (it's not an insult, it's an opinion based on your response) but the problem is not the issue itself. It's that people like you seem to enjoy (whether or not your side gets it right) to discuss, turn, twist and frankly abuse topics like this which are detrimental to the basic goals of Wikis in general and Wikipedia in particular. As John Stewart said to two hacks; You're hurting us. 
1	2 words learn them SHUT UP DONT FOLLOW ME EVERYWHERE   
1	" :::hey buddy, hey buddy, guess what? ""I"" dont care realy what ""your"" excuse is, and couldn't care less what Roaringflamer says, but you are obviously obsessed with redirects. If there is anybody that should be banned, its you for vandalism and disruption so there"
1	"OOOOHHHH With a big long Intellectually Terrifying and Superior name like ""(referenced to Journal of Labelled Compounds and Radiopharmaceuticals)"". How Could the quote be wrong Hey!! How dare I even question it, or possibly be right, in saying the ""supposed"" quote is wrong. What a stupid ignoramus I must be to challenge that.    "
1	  == YOUR THREATENING BEHAVIOUR ==   == YOUR CONSTANT BLOCKING AND SABOTAGE OF MY EDITS IS TANTAMOUNT TO STALIKING. ARE YOU STALKING ME? ARE YOU THREATENING ME STEVE? IS THIS WHAT YOURE ABOUT, THREATENING AND HARRASSING ME? WHY DO YOU KEEP STALKING ME THROUGH WIKIPEDIA? ARE YOU A TWISTED WACKO, DO YOU WISH ME HARM? WHY? WHY ARE YOU HARRASSING ME!!!!!!!!!!!   LEAVE ME ALONE YOU RACIST WACKO!!!!!!!!! ==
1	  :O: I can't believe you thought that I would call you such a thing. I just wanted to give a cookie so you could get bigger and stronger. Obviously it wasn't because you're a fat pig. I'm sorry for the misunderstanding.   
0	  It's those biography and political articles you should watch out for.
1	  FURTHERMORE.... I HAVE JUST VISITED RAGIB'S PAGE AND STUDIED THE DISCUSSION AREA. RAGIB IS OBVIOUSLY FROM BANGLADESH AND SEEMS TO BE A SIMILARLY PAROCHIAL CHAUVINIST EDITOR OF MANY OTHER ARTICLES, EVEN ASKING FOR UN-NECESSARY DELETIONS OF ARTICLES THAT HE DOES NOT LIKE..... AND GETTING SNUBBED FOR THE EFFORT!!
1	I beg your pardon? I am from the region, and berbers are a minority. How dare you presume to know people's origins? you can live in your make-belief world, but do not post it as fact and don't delete my posts either to further veil the truth. I am contacting Wikipedia immediately concerning this largely fictitious, vicious article and discussion.   
0	, as, this is my IP adress
1	Would you believe it.. This frenchie threatens to ban me because I talk badly upon Foie Gras. I already said once that this page is protected by lobbyists. That includes frog eaters.  
1	  == HOW DARE YOU, TOO....... ==  HOW DARE YOU FOR ATTACKING ME!
1	  == This is for removing my post on 100% ==  I'm going to DDOS your toaster for this. 
1	 you've made your point  freakin heck what do you want me to do huh? I've explained why i changed mold to mould, i've made a user name now leave me alone already.... what is your problem.    
0	"  == Need your help in an article ==  Hi Kansas bear, I need your help in an article called ""Sultanate of Rum"", vandalized by Turkish nationalist and even including dubious sources from books like lonelyplanet travel guides. The guy has a profound anti neutrality agenda, even removing the Persianate description of the state and changing a section about Sultanate's architecture, by renaming it as ""culture"", in order to move around the sources for the Persianate terms. I think it needs to be addressed by more than one person to kick out the nationalistic bias from the article.  "
1	This is pure tripe stolen from their bio on their official website, which is outdated by the way. That's bad wiki practice.
0	I saw it before watching the episode. Oh well.
1	  Stupid! You're the one who stops for massive and undiscussed removal on the article. Also, you say you're interest in Chinese history well then go for it and don't ever pay attention to Vietnamese history.   
0	"Jackson didn't perform at the WMA because he can't sing at all anymore. That is the real reason he hasn't toured for a decade, along with his bankruptcy. Even his vocals on ""We've Had Enough"" four years ago were poor and he never had a strong voice to begin with, certainly not comparable with the real King, Elvis Presley. Jackson has had financial problems since at least 1998 due to his declining sales and popularity, as well as his inactivity and having to support all his siblings and parents. In 2002 it was revealed he was in debt to various international banks to the tune of tens of millions of dollars, and after losing those lawsuits in May 2003 he was confirmed as on the verge of bankuptcy with debts of $400 million. Invincible was a flop because it sold less than a third of his last album, ""Dangerous"", and it was thoroughly mediocre music. Almost all of Jackson's remaining fans regard it as his worst album. In 1989 Jackson made it known he had to be addressed as the King of Pop - a meaningless, self-proclaimed title. He even planned to buy Graceland so he could demolish it, which certainly says far more about Jackson's megalomania than it does about Presley. Half the songs on the Dangerous album weren't good, especially the unbelievably awful Heal the World, and it only sold 30 million copies on the strength of his previous three albums. Yeah, WJ was unique all right, but the less said about that the better. You must know some very sad 20-year-olds if they still admire the disgraced former King of Pop. Anyway, most people know him as Wacko Jacko. Justin is the real King of Pop and like Eminem he just doesn't want to risk offending WJ's fans. Justin will continue to perform, while Jackson's active career finished a decade ago. ( )  "
1	  ==Appears to Be Uncontructive?==  Since when do your mere feelings = evidence? Get a clue hypocrite. You are the one being unconstructive.
1	WHy are you ugly and fat?  
1	 ::Is that so? Than why so many people questiong your incredibly arrogant, and entirely inappropriate edit actions? Maybe you're such an arrogant person, you think YOU are the only member of the community that matters?
1	Yep, he be the mouthpiece, but his law still stands.  Oh, that was friggin' bad.    
1	 **And we have a winner for the douchiest comment award.
0	harmony between people of this village, or maybe vice versa ... .. / Blerim Shabani. /  
1	2-faced
1	2-faces
1	abnormal
1	abolish
1	abominable
1	abominably
1	abominate
1	abomination
1	abort
1	aborted
1	aborts
1	abrade
1	abrasive
1	abrupt
1	abruptly
1	abscond
1	absence
1	absent-minded
1	absentee
1	absurd
1	absurdity
1	absurdly
1	absurdness
1	abuse
1	abused
1	abuses
1	abusive
1	abysmal
1	abysmally
1	abyss
1	accidental
1	accost
1	accursed
1	accusation
1	accusations
1	accuse
1	accuses
1	accusing
1	accusingly
1	acerbate
1	acerbic
1	acerbically
1	ache
1	ached
1	aches
1	achey
1	aching
1	acrid
1	acridly
1	acridness
1	acrimonious
1	acrimoniously
1	acrimony
1	adamant
1	adamantly
1	addict
1	addicted
1	addicting
1	addicts
1	admonish
1	admonisher
1	admonishingly
1	admonishment
1	admonition
1	adulterate
1	adulterated
1	adulteration
1	adulterier
1	adversarial
1	adversary
1	adverse
1	adversity
1	afflict
1	affliction
1	afflictive
1	affront
1	afraid
1	aggravate
1	aggravating
1	aggravation
1	aggression
1	aggressive
1	aggressiveness
1	aggressor
1	aggrieve
1	aggrieved
1	aggrivation
1	aghast
1	agonies
1	agonize
1	agonizing
1	agonizingly
1	agony
1	aground
1	ail
1	ailing
1	ailment
1	aimless
1	alarm
1	alarmed
1	alarming
1	alarmingly
1	alienate
1	alienated
1	alienation
1	allegation
1	allegations
1	allege
1	allergic
1	allergies
1	allergy
1	aloof
1	altercation
1	ambiguity
1	ambiguous
1	ambivalence
1	ambivalent
1	ambush
1	amiss
1	amputate
1	anarchism
1	anarchist
1	anarchistic
1	anarchy
1	anemic
1	anger
1	angrily
1	angriness
1	angry
1	anguish
1	animosity
1	annihilate
1	annihilation
1	annoy
1	annoyance
1	annoyances
1	annoyed
1	annoying
1	annoyingly
1	annoys
1	anomalous
1	anomaly
1	antagonism
1	antagonist
1	antagonistic
1	antagonize
1	anti-
1	anti-american
1	anti-israeli
1	anti-occupation
1	anti-proliferation
1	anti-semites
1	anti-social
1	anti-us
1	anti-white
1	antipathy
1	antiquated
1	antithetical
1	anxieties
1	anxiety
1	anxious
1	anxiously
1	anxiousness
1	apathetic
1	apathetically
1	apathy
1	apocalypse
1	apocalyptic
1	apologist
1	apologists
1	appal
1	appall
1	appalled
1	appalling
1	appallingly
1	apprehension
1	apprehensions
1	apprehensive
1	apprehensively
1	arbitrary
1	arcane
1	archaic
1	arduous
1	arduously
1	argumentative
1	arrogance
1	arrogant
1	arrogantly
1	ashamed
1	asinine
1	asininely
1	asinininity
1	askance
1	asperse
1	aspersion
1	aspersions
1	assail
1	assassin
1	assassinate
1	assault
1	assult
1	astray
1	asunder
1	atrocious
1	atrocities
1	atrocity
1	atrophy
1	attack
1	attacks
1	audacious
1	audaciously
1	audaciousness
1	audacity
1	audiciously
1	austere
1	authoritarian
1	autocrat
1	autocratic
1	avalanche
1	avarice
1	avaricious
1	avariciously
1	avenge
1	averse
1	aversion
1	aweful
1	awful
1	awfully
1	awfulness
1	awkward
1	awkwardness
1	ax
1	babble
1	back-logged
1	back-wood
1	back-woods
1	backache
1	backaches
1	backaching
1	backbite
1	backbiting
1	backward
1	backwardness
1	backwood
1	backwoods
1	bad
1	badly
1	baffle
1	baffled
1	bafflement
1	baffling
1	bait
1	balk
1	banal
1	banalize
1	bane
1	banish
1	banishment
1	bankrupt
1	barbarian
1	barbaric
1	barbarically
1	barbarity
1	barbarous
1	barbarously
1	barren
1	baseless
1	bash
1	bashed
1	bashful
1	bashing
1	bastard
1	bastards
1	battered
1	battering
1	batty
1	bearish
1	beastly
1	bedlam
1	bedlamite
1	befoul
1	beg
1	beggar
1	beggarly
1	begging
1	beguile
1	belabor
1	belated
1	beleaguer
1	belie
1	belittle
1	belittled
1	belittling
1	bellicose
1	belligerence
1	belligerent
1	belligerently
1	bemoan
1	bemoaning
1	bemused
1	bent
1	berate
1	bereave
1	bereavement
1	bereft
1	berserk
1	beseech
1	beset
1	besiege
1	besmirch
1	bestial
1	betray
1	betrayal
1	betrayals
1	betrayer
1	betraying
1	betrays
1	bewail
1	beware
1	bewilder
1	bewildered
1	bewildering
1	bewilderingly
1	bewilderment
1	bewitch
1	bias
1	biased
1	biases
1	bicker
1	bickering
1	bid-rigging
1	bigotries
1	bigotry
1	bitch
1	bitchy
1	biting
1	bitingly
1	bitter
1	bitterly
1	bitterness
1	bizarre
1	blab
1	blabber
1	blackmail
1	blah
1	blame
1	blameworthy
1	bland
1	blandish
1	blaspheme
1	blasphemous
1	blasphemy
1	blasted
1	blatant
1	blatantly
1	blather
1	bleak
1	bleakly
1	bleakness
1	bleed
1	bleeding
1	bleeds
1	blemish
1	blind
1	blinding
1	blindingly
1	blindside
1	blister
1	blistering
1	bloated
1	blockage
1	blockhead
1	bloodshed
1	bloodthirsty
1	bloody
1	blotchy
1	blow
1	blunder
1	blundering
1	blunders
1	blunt
1	blur
1	bluring
1	blurred
1	blurring
1	blurry
1	blurs
1	blurt
1	boastful
1	boggle
1	bogus
1	boil
